Position_data
Positionêî=	519
POSITION_TICKET	POSITION_TIME	POSITION_TIME_MSC	POSITION_TIME_UPDATE	POSITION_TIME_UPDATE_MSC	POSITION_TYPE	POSITION_MAGIC	POSITION_IDENTIFIER	POSITION_REASON	POSITION_VOLUME	POSITION_PRICE_OPEN	POSITION_SL	POSITION_TP	POSITION_PRICE_CURRENT	POSITION_SWAP	POSITION_PROFIT	POSITION_COMMENT	status	max_price	max_subtime	min_price	min_time	open_sigma_Fb	open_sigmaLb	open_bollinger_bandwide_Fb	open_bollinger_bandwide_Fb_o1	open_bollinger_bandwide_Fb_o2	open_bollinger_bandwide_Fb_o3	open_bollinger_bandwide_Fb_o4	open_bollinger_bandwide_Fb_o5	open_bollinger_bandwide_Lb	open_bollinger_bandwide_Lb_o1	open_bollinger_bandwide_Lb_o2	open_bollinger_bandwide_Lb_o3	open_bollinger_bandwide_Lb_o4	open_bollinger_bandwide_Lb_o5	open_katamuki_F	open_katamuki1_F	open_katamuki2_F	open_katamuki3_F	open_katamuki_L	open_katamuki1_L	open_katamuki2_L	open_katamuki3_L	open_katamuki_EMA_A	open_katamuki_EMA_A1	open_katamuki_EMA_A2	open_katamuki_EMA_B1	open_katamuki_EMA_B2	open_katamuki_EMA_C1	open_katamuki_EMA_C2	open_state_tyouki_chikou_innyou	open_state_tyouki_kumo_innyou	open_state_tanki__chikou_innyou	open_state_tanki__kumo_innyou	open_mode_span_pattern	max_sigma	min_sigma	agatte_sagaru	sagatte_agaru
42	2009.05.08 22:00	1241820000000	1241820000	1241820000000	POSITION_TYPE_BUY	16384	42	POSITION_REASON_EXPERT	0.10000	1.52377	1.52157	1.52827	1.52276	-0.02000	-10.10000	20##0#0.0#	2	0.00000000	0	10.10000000	180000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0	0	0	0	0	0.00000000	0.00000000	10.10000000	0.00000000
44	2009.05.14 14:00	1242309600000	1242309600	1242309600000	POSITION_TYPE_SELL	16384	44	POSITION_REASON_EXPERT	0.10000	1.51071	1.51291	1.50621	1.50886	0.00000	18.50000	21##0#0.0#	2	0.00000000	0	20.50000000	3600	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0	0	0	0	0	0.00000000	0.00000000	20.50000000	0.00000000
50	2009.05.18 15:00	1242658800000	1242658800	1242658800000	POSITION_TYPE_BUY	16384	50	POSITION_REASON_EXPERT	0.10000	1.52700	1.52480	1.53150	1.52870	0.00000	17.00000	24##0#0.0#	2	17.00000000	3600	0.00000000	0	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0	0	0	0	0	0.00000000	0.00000000	0.00000000	17.00000000
54	2009.05.26 18:00	1243360800000	1243360800	1243360800000	POSITION_TYPE_BUY	16384	54	POSITION_REASON_EXPERT	0.10000	1.59350	1.59130	1.59800	1.59360	0.00000	-3.00000	26##0#0.0#	2	40.00000000	46800	12.00000000	14400	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0	0	0	0	0	0.00000000	0.00000000	43.00000000	52.00000000
56	2009.06.03 20:00	1244059200000	1244059200	1244059200000	POSITION_TYPE_SELL	16384	56	POSITION_REASON_EXPERT	0.10000	1.62750	1.62970	1.62300	1.62770	0.00000	-16.00000	27##0#0.0#	2	14.00000000	7200	0.00000000	0	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0	0	0	0	0	0.00000000	0.00000000	0.00000000	14.00000000
60	2009.06.16 04:00	1245124800000	1245124800	1245124800000	POSITION_TYPE_SELL	16384	60	POSITION_REASON_EXPERT	0.10000	1.62740	1.62960	1.62290	1.62650	0.00000	9.00000	29##0#0.0#	2	0.00000000	0	29.00000000	7200	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0	0	0	0	0	0.00000000	0.00000000	29.00000000	18.00000000
74	2009.07.20 11:00	1248087600000	1248087600	1248087600000	POSITION_TYPE_BUY	16384	74	POSITION_REASON_EXPERT	0.10000	1.64910	1.64690	1.65360	1.65040	0.00000	27.00000	36##0#0.0#	2	27.00000000	7200	0.00000000	0	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0	0	0	0	0	0.00000000	0.00000000	0.00000000	27.00000000
78	2009.08.21 18:00	1250877600000	1250877600	1250877600000	POSITION_TYPE_BUY	16384	78	POSITION_REASON_EXPERT	0.10000	1.65050	1.64830	1.65500	1.64920	0.00000	-13.00000	38##0#0.0#	2	0.00000000	0	13.00000000	3600	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0	0	0	0	0	0.00000000	0.00000000	13.00000000	0.00000000
84	2009.09.07 19:00	1252350000000	1252350000	1252350000000	POSITION_TYPE_SELL	16384	84	POSITION_REASON_EXPERT	0.10000	1.63290	1.63510	1.62840	1.63320	0.00000	-7.00000	41##0#0.0#	2	5.00000000	7200	0.00000000	0	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0	0	0	0	0	0.00000000	0.00000000	0.00000000	5.00000000
88	2009.09.15 14:00	1253023200000	1253023200	1253023200000	POSITION_TYPE_SELL	16384	88	POSITION_REASON_EXPERT	0.10000	1.64720	1.64940	1.64270	1.64620	0.00000	20.00000	43##0#0.0#	2	0.00000000	0	22.00000000	7200	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0	0	0	0	0	0.00000000	0.00000000	22.00000000	0.00000000
90	2009.10.13 19:00	1255460400000	1255460400	1255460400000	POSITION_TYPE_BUY	16384	90	POSITION_REASON_EXPERT	0.10000	1.58890	1.58670	1.59340	1.59200	0.00000	35.00000	44##0#0.0#	2	35.00000000	14400	1.00000000	10800	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0	0	0	0	0	0.00000000	0.00000000	32.00000000	36.00000000
96	2009.10.23 12:00	1256299200000	1256299200	1256299200000	POSITION_TYPE_SELL	16384	96	POSITION_REASON_EXPERT	0.10000	1.64320	1.64540	1.63870	1.64110	0.00000	21.00000	47##0#0.0#	2	0.00000000	0	23.00000000	3600	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0	0	0	0	0	0.00000000	0.00000000	23.00000000	0.00000000
98	2009.11.09 05:00	1257742800000	1257742800	1257742800000	POSITION_TYPE_BUY	16384	98	POSITION_REASON_EXPERT	0.10000	1.67111	1.66883	1.67561	1.67170	0.00000	-1.80000	48##0#0.0#	2	16.40000000	7200	1.80000000	10800	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0	0	0	0	0	0.00000000	0.00000000	18.20000000	16.40000000
108	2009.11.26 18:00	1259258400000	1259258400	1259258400000	POSITION_TYPE_SELL	16384	108	POSITION_REASON_EXPERT	0.10000	1.64959	1.65187	1.64509	1.65040	0.00000	-16.80000	53##0#0.0#	2	14.00000000	14400	3.40000000	7200	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0	0	0	0	0	0.00000000	0.00000000	9.10000000	17.40000000
110	2009.12.30 20:00	1262203200000	1262203200	1262203200000	POSITION_TYPE_BUY	16384	110	POSITION_REASON_EXPERT	0.10000	1.60700	1.60461	1.61150	1.60660	0.00000	6.70000	54##0#0.0#	2	10.10000000	25200	11.80000000	28800	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0	0	0	0	0	0.00000000	0.00000000	21.90000000	18.50000000
118	2010.01.14 16:00	1263484800000	1263484800	1263484800000	POSITION_TYPE_BUY	16384	118	POSITION_REASON_EXPERT	0.10000	1.62926	1.62701	1.63376	1.63114	0.00000	27.40000	58##0#0.0#	2	27.40000000	10800	0.00000000	0	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0	0	0	0	0	0.00000000	0.00000000	0.00000000	27.40000000
122	2010.01.18 13:00	1263819600000	1263819600	1263819600000	POSITION_TYPE_BUY	16384	122	POSITION_REASON_EXPERT	0.10000	1.63381	1.63155	1.63831	1.63343	0.00000	-3.80000	60##0#0.0#	2	0.00000000	0	3.80000000	3600	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0	0	0	0	0	0.00000000	0.00000000	3.80000000	0.00000000
126	2010.03.17 12:00	1268827200000	1268827200	1268827200000	POSITION_TYPE_BUY	16384	126	POSITION_REASON_EXPERT	0.10000	1.53520	1.53295	1.53970	1.53347	0.00000	-17.30000	62##0#0.0#	2	0.00000000	0	17.30000000	3600	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0	0	0	0	0	0.00000000	0.00000000	17.30000000	0.00000000
128	2010.03.22 03:00	1269226800000	1269226800	1269226800000	POSITION_TYPE_SELL	16384	128	POSITION_REASON_EXPERT	0.10000	1.50074	1.50300	1.49624	1.50067	0.00000	0.70000	63##0#0.0#	2	0.00000000	0	3.30000000	3600	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0	0	0	0	0	0.00000000	0.00000000	3.30000000	0.00000000
130	2010.03.29 11:00	1269860400000	1269860400	1269860400000	POSITION_TYPE_BUY	16384	130	POSITION_REASON_EXPERT	0.10000	1.49778	1.49554	1.50228	1.49739	0.00000	-3.90000	64##0#0.0#	2	0.00000000	0	3.90000000	3600	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0	0	0	0	0	0.00000000	0.00000000	3.90000000	0.00000000
132	2010.04.06 11:00	1270551600000	1270551600	1270551600000	POSITION_TYPE_SELL	16384	132	POSITION_REASON_EXPERT	0.10000	1.51491	1.51715	1.51041	1.51510	0.00000	-1.90000	65##0#0.0#	2	0.00000000	0	0.50000000	3600	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0	0	0	0	0	0.00000000	0.00000000	0.50000000	0.00000000
136	2010.04.19 02:00	1271642400000	1271642400	1271642400000	POSITION_TYPE_SELL	16384	136	POSITION_REASON_EXPERT	0.10000	1.52846	1.53072	1.52396	1.52907	0.00000	15.90000	67##0#0.0#	2	5.00000000	7200	28.20000000	14400	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0	0	0	0	0	0.00000000	0.00000000	33.20000000	9.60000000
140	2010.04.27 19:00	1272394800000	1272394800	1272394800000	POSITION_TYPE_SELL	16384	140	POSITION_REASON_EXPERT	0.10000	1.52865	1.53091	1.52415	1.52783	0.00000	20.20000	69##0#0.0#	2	0.00000000	0	40.30000000	10800	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0	0	0	0	0	0.00000000	0.00000000	40.30000000	17.30000000
144	2010.05.25 10:00	1274781600000	1274781600	1274781600000	POSITION_TYPE_SELL	16384	144	POSITION_REASON_EXPERT	0.10000	1.42964	1.43190	1.42514	1.42701	0.00000	8.00000	71##0#0.0#	2	0.00000000	0	28.90000000	3600	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0	0	0	0	0	0.00000000	0.00000000	28.90000000	18.10000000
148	2010.05.28 18:00	1275069600000	1275069600	1275069600000	POSITION_TYPE_SELL	16384	148	POSITION_REASON_EXPERT	0.10000	1.44899	1.45126	1.44449	1.44940	0.00000	26.70000	73##0#0.0#	2	1.30000000	3600	30.40000000	7200	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0	0	0	0	0	0.00000000	0.00000000	31.70000000	14.10000000
152	2010.06.07 02:00	1275876000000	1275876000	1275876000000	POSITION_TYPE_SELL	16384	152	POSITION_REASON_EXPERT	0.10000	1.44233	1.44459	1.43783	1.44297	0.00000	-6.40000	75##0#0.0#	2	3.80000000	3600	0.00000000	0	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0	0	0	0	0	0.00000000	0.00000000	0.00000000	3.80000000
154	2010.06.09 17:00	1276102800000	1276102800	1276102800000	POSITION_TYPE_BUY	16384	154	POSITION_REASON_EXPERT	0.10000	1.45952	1.45726	1.46402	1.45834	0.00000	-11.80000	76##0#0.0#	2	0.00000000	0	11.80000000	3600	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0	0	0	0	0	0.00000000	0.00000000	11.80000000	0.00000000
