Position_data
Positionêî=	481
POSITION_TICKET	POSITION_TIME	POSITION_TIME_MSC	POSITION_TIME_UPDATE	POSITION_TIME_UPDATE_MSC	POSITION_TYPE	POSITION_MAGIC	POSITION_IDENTIFIER	POSITION_REASON	POSITION_VOLUME	POSITION_PRICE_OPEN	POSITION_SL	POSITION_TP	POSITION_PRICE_CURRENT	POSITION_SWAP	POSITION_PROFIT	POSITION_COMMENT	status	max_price	max_subtime	min_price	min_time	open_sigma_Fb	open_sigmaLb	open_bollinger_bandwide_Fb	open_bollinger_bandwide_Fb_o1	open_bollinger_bandwide_Fb_o2	open_bollinger_bandwide_Fb_o3	open_bollinger_bandwide_Fb_o4	open_bollinger_bandwide_Fb_o5	open_bollinger_bandwide_Lb	open_bollinger_bandwide_Lb_o1	open_bollinger_bandwide_Lb_o2	open_bollinger_bandwide_Lb_o3	open_bollinger_bandwide_Lb_o4	open_bollinger_bandwide_Lb_o5	open_katamuki_F	open_katamuki1_F	open_katamuki2_F	open_katamuki3_F	open_katamuki_L	open_katamuki1_L	open_katamuki2_L	open_katamuki3_L	open_katamuki_EMA_A	open_katamuki_EMA_A1	open_katamuki_EMA_A2	open_katamuki_EMA_B1	open_katamuki_EMA_B2	open_katamuki_EMA_C1	open_katamuki_EMA_C2	open_state_tyouki_chikou_innyou	open_state_tyouki_kumo_innyou	open_state_tanki__chikou_innyou	open_state_tanki__kumo_innyou	open_mode_span_pattern	max_sigma	min_sigma	agatte_sagaru	sagatte_agaru
28	2009.04.08 22:00	1239228000000	1239228000	1239228000000	POSITION_TYPE_SELL	16384	28	POSITION_REASON_EXPERT	0.10000	99.63100	99.86100	99.18100	99.77600	0.00000	-14.13000	13##0#0.0#	2	11.50000000	3600	0.00000000	0	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0	0	0	0	0	0.00000000	0.00000000	0.60000000	11.50000000
30	2009.04.29 04:00	1240977600000	1240977600	1240977600000	POSITION_TYPE_BUY	16384	30	POSITION_REASON_EXPERT	0.10000	96.87600	96.64600	97.32600	96.92900	0.00000	-5.58000	14##0#0.0#	2	5.30000000	3600	6.90000000	10800	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0	0	0	0	0	0.00000000	0.00000000	12.20000000	5.30000000
32	2009.05.11 07:00	1242025200000	1242025200	1242025200000	POSITION_TYPE_SELL	16384	32	POSITION_REASON_EXPERT	0.10000	98.45000	98.68000	98.00000	98.43200	0.00000	-18.15000	15##0#0.0#	2	14.90000000	7200	4.80000000	3600	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0	0	0	0	0	0.00000000	0.00000000	4.80000000	19.70000000
34	2009.05.14 17:00	1242320400000	1242320400	1242320400000	POSITION_TYPE_BUY	16384	34	POSITION_REASON_EXPERT	0.10000	95.63800	95.40800	96.08800	95.61200	0.00000	15.66000	16##0#0.0#	2	15.00000000	21600	10.20000000	10800	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0	0	0	0	0	0.00000000	0.00000000	10.20000000	25.20000000
36	2009.05.15 11:00	1242385200000	1242385200	1242385200000	POSITION_TYPE_SELL	16384	36	POSITION_REASON_EXPERT	0.10000	95.11900	95.34900	94.66900	94.93600	0.00000	1.16000	17##0#0.0#	2	0.00000000	0	21.30000000	3600	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0	0	0	0	0	0.00000000	0.00000000	21.30000000	17.20000000
38	2009.05.18 20:00	1242676800000	1242676800	1242676800000	POSITION_TYPE_BUY	16384	38	POSITION_REASON_EXPERT	0.10000	96.29400	96.06400	96.74400	96.41300	0.00000	-0.42000	18##0#0.0#	2	37.60000000	50400	10.40000000	25200	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0	0	0	0	0	0.00000000	0.00000000	38.00000000	48.00000000
40	2009.05.21 03:00	1242874800000	1242874800	1242874800000	POSITION_TYPE_SELL	16384	40	POSITION_REASON_EXPERT	0.10000	94.38000	94.61000	93.93000	94.46000	0.00000	-13.76000	19##0#0.0#	2	10.00000000	7200	0.00000000	0	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0	0	0	0	0	0.00000000	0.00000000	0.00000000	10.00000000
42	2009.05.27 03:00	1243393200000	1243393200	1243393200000	POSITION_TYPE_BUY	16384	42	POSITION_REASON_EXPERT	0.10000	95.15000	94.92000	95.60000	95.36000	0.00000	-3.15000	20##0#0.0#	2	29.00000000	18000	3.00000000	43200	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0	0	0	0	0	0.00000000	0.00000000	32.00000000	31.00000000
48	2009.06.23 05:00	1245733200000	1245733200	1245733200000	POSITION_TYPE_SELL	16384	48	POSITION_REASON_EXPERT	0.10000	95.21000	95.44000	94.76000	95.30000	0.00000	-10.49000	23##0#0.0#	2	7.00000000	25200	4.00000000	10800	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0	0	0	0	0	0.00000000	0.00000000	10.00000000	11.00000000
50	2009.06.24 22:00	1245880800000	1245880800	1245880800000	POSITION_TYPE_BUY	16384	50	POSITION_REASON_EXPERT	0.10000	95.56000	95.33000	96.01000	95.66000	0.00000	14.63000	24##0#0.0#	2	30.00000000	10800	0.00000000	0	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0	0	0	0	0	0.00000000	0.00000000	16.00000000	30.00000000
52	2009.06.26 20:00	1246046400000	1246046400	1246046400000	POSITION_TYPE_SELL	16384	52	POSITION_REASON_EXPERT	0.10000	95.15500	95.38500	94.70500	95.20200	0.00000	-22.96000	25##0#0.0#	2	18.90000000	190800	0.00000000	0	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0	0	0	0	0	0.00000000	0.00000000	0.00000000	18.90000000
54	2009.06.29 21:00	1246309200000	1246309200	1246309200000	POSITION_TYPE_BUY	16384	54	POSITION_REASON_EXPERT	0.10000	96.02700	95.79700	96.47700	96.00500	0.00000	-13.45000	26##0#0.0#	2	11.80000000	18000	12.90000000	32400	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0	0	0	0	0	0.00000000	0.00000000	24.70000000	14.00000000
56	2009.07.06 06:00	1246860000000	1246860000	1246860000000	POSITION_TYPE_SELL	16384	56	POSITION_REASON_EXPERT	0.10000	95.44000	95.67000	94.99000	95.47000	0.00000	14.69000	27##0#0.0#	2	1.00000000	7200	24.00000000	14400	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0	0	0	0	0	0.00000000	0.00000000	25.00000000	8.00000000
58	2009.07.13 23:00	1247526000000	1247526000	1247526000000	POSITION_TYPE_BUY	16384	58	POSITION_REASON_EXPERT	0.10000	93.00000	92.77000	93.45000	93.02000	-0.01000	2.15000	28##0#0.0#	2	28.00000000	54000	4.00000000	18000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0	0	0	0	0	0.00000000	0.00000000	27.00000000	32.00000000
